name,category,prompt,negative_prompt
Major Train Station Concourse — Quiet Early Morning,Train stations,"major train station concourse, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Modern School Corridor — Quiet Early Morning,Schools,"modern school corridor, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Modern Hospital Corridor — Quiet Early Morning,Hospitals,"modern hospital corridor, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Vast Logistics Warehouse — Quiet Early Morning,Warehouses,"vast logistics warehouse, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
City Rooftop At Dusk — Quiet Early Morning,Rooftops,"city rooftop at dusk, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Towering Fantasy Castle — Quiet Early Morning,Fantasy castles,"towering fantasy castle, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Glowing Enchanted Forest — Quiet Early Morning,Enchanted forests,"glowing enchanted forest, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Floating Island Archipelago — Quiet Early Morning,Floating islands,"floating island archipelago, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Infinite Magical Library — Quiet Early Morning,Magical libraries,"infinite magical library, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Overgrown Ancient Ruins — Quiet Early Morning,Ancient ruins,"overgrown ancient ruins, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Ornate Gothic Mansion — Quiet Early Morning,Gothic mansions,"ornate gothic mansion, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Abandoned Haunted Hospital — Quiet Early Morning,Haunted hospitals,"abandoned haunted hospital, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Rusted Abandoned Amusement Park — Quiet Early Morning,Abandoned amusement parks,"rusted abandoned amusement park, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Secret Underground Laboratory — Quiet Early Morning,Underground laboratories,"secret underground laboratory, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Foggy Old Graveyard — Quiet Early Morning,Foggy graveyards,"foggy old graveyard, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Impossible Cosmic Horizon — Quiet Early Morning,Cosmic environments,"impossible cosmic horizon, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Golden Open Plain — Quiet Early Morning,African savanna,"golden open plain, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Spinifex Plain — Quiet Early Morning,Australian outback,"spinifex plain, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Misty Rainforest Canopy — Quiet Early Morning,Rainforest,"misty rainforest canopy, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Vine-Covered Jungle Clearing — Quiet Early Morning,Jungle,"vine-covered jungle clearing, quiet early morning, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
